id,ids_prism,ids_espn,ids_fantasypros,ids_fantasyprosSlug,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay,profile_height,profile_weight,position_abbreviation,position_group,profile_rookieYear
c2d41h39p0,c2d41h39p0,4039505,19844,reggie-gilliam,00-0036187,18406,GillRe00,7204,4475bb8a-b5a6-4527-bfc7-8e7e03900984,Q97035209,33357,R.Gilliam,Reggie,Reggie Gilliam,"Gilliam, Reggie","Gilliam, R",Reggie Gilliam,,Reggie Gilliam,Gilliam,Reggie,,1997-08-20,1997,08,20,73,255,RB,RB,2020
cd2tnqmxp0,cd2tnqmxp0,4429059,27520,woody-marks,00-0040583,22109,MarkWo00,12474,b900661b-b5df-47c8-819d-bb13b106a60b,Q124407689,41902,W.Marks,Jo'Quavious,Woody Marks,"Marks, Woody","Marks, W",Jo'Quavious Marks,,Woody Marks,Marks,Woody,,2000-12-29,2000,12,29,70,208,RB,RB,2025
cdt4bn5jwr,cdt4bn5jwr,4430034,26136,xavier-legette,00-0039342,21137,LegeXa00,11626,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,Q122790425,40890,X.Legette,Anthony,Xavier Legette,"Legette, Xavier","Legette, X",Anthony Legette,,Xavier Legette,Legette,Xavier,,2001-01-29,2001,01,29,75,218,WR,WR,2024
ceqnhvqfj0,ceqnhvqfj0,3044720,16417,joshua-dobbs,00-0033949,15357,DobbJo00,4179,15bedebc-839e-450a-86f6-1f5ad1f4f820,Q18637320,30248,J.Dobbs,Robert,Joshua Dobbs,"Dobbs, Joshua","Dobbs, J",Robert Dobbs,,Joshua Dobbs,Dobbs,Joshua,,1995-01-26,1995,01,26,75,220,QB,QB,2017
cjs8qckn70,cjs8qckn70,4257364,25748,zavier-scott,00-0038440,20829,ScotZa00,11299,3b133980-eb9a-11ed-8b52-a11a185238e2,Q124753613,40539,Z.Scott,Zavier,Zavier Scott,"Scott, Zavier","Scott, Z",Zavier Scott,,Zavier Scott,Scott,Zavier,,1999-07-17,1999,07,17,73,221,RB,RB,2023
ck7gwv44k8,ck7gwv44k8,4690070,24370,mitchell-tinsley,00-0038839,20659,TinsMi00,11068,0ac39560-e760-11ed-ad1e-4d786886cff5,Q114088426,40313,M.Tinsley,Mitchell,Mitchell Tinsley,"Tinsley, Mitchell","Tinsley, M",Mitchell Tinsley,,Mitchell Tinsley,Tinsley,Mitchell,,1999-09-15,1999,09,15,73,205,WR,WR,2023
cmex2l5120,cmex2l5120,4690143,27447,lajohntay-wester,00-0040075,22283,WestLa01,12699,f4e1d4de-95e9-452e-95ab-3555989d90bb,Q124254862,42000,L.Wester,LaJohntay,LaJohntay Wester,"Wester, LaJohntay","Wester, L",LaJohntay Wester,,LaJohntay Wester,Wester,LaJohntay,,2002-03-29,2002,03,29,69,170,WR,WR,2025
crn4f6m9cr,crn4f6m9cr,4685702,25391,quinshon-judkins,00-0040784,22062,JudkQu00,12512,268c6ae2-278b-49f8-b7cd-b367944412f3,Q115492439,41821,Q.Judkins,Quinshon,Quinshon Judkins,"Judkins, Quinshon","Judkins, Q",Quinshon Judkins,,Quinshon Judkins,Judkins,Quinshon,,2003-10-29,2003,10,29,72,221,RB,RB,2025
ctjhb4rm20,ctjhb4rm20,4808839,24371,isaiah-bond,00-0040782,22061,BondIs00,12503,6ceb1330-795d-11f0-aadf-fbc926339e02,Q121863369,42598,I.Bond,Isaiah,Isaiah Bond,"Bond, Isaiah","Bond, I",Isaiah Bond,,Isaiah Bond,Bond,Isaiah,,2004-03-15,2004,03,15,71,180,WR,WR,2025
ctzjf2xzxh,ctzjf2xzxh,3912547,17236,sam-darnold,00-0034869,16077,DarnSa00,4943,13d826c5-9b22-4e0a-a877-02d8c84c546b,Q27049069,30973,S.Darnold,Sam,Sam Darnold,"Darnold, Sam","Darnold, S",Sam Darnold,,Sam Darnold,Darnold,Sam,,1997-06-05,1997,06,05,75,225,QB,QB,2018
cz9j05ddjd,cz9j05ddjd,3051889,15495,laquon-treadwell,00-0032951,14784,TreaLa00,3155,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,Q14951171,29257,L.Treadwell,Laquon,Laquon Treadwell,"Treadwell, Laquon","Treadwell, L",Laquon Treadwell,,Laquon Treadwell,Treadwell,Laquon,,1995-06-14,1995,06,14,74,215,WR,WR,2016
d0bey79v6w,d0bey79v6w,2531358,14014,chris-manhertz,00-0031484,13501,ManhCh00,3048,7c7b5515-7786-4e24-9ce0-34e6a8bd5727,Q27049004,28365,C.Manhertz,Christopher,Chris Manhertz,"Manhertz, Chris","Manhertz, C",Christopher Manhertz,,Chris Manhertz,Manhertz,Chris,,1992-04-10,1992,04,10,78,235,TE,TE,2015
d2qbfr78wh,d2qbfr78wh,2576980,13890,marcus-mariota,00-0032268,13530,MariMa01,2307,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,Q6758302,28390,M.Mariota,Marcus,Marcus Mariota,"Mariota, Marcus","Mariota, M",Marcus Mariota,,Marcus Mariota,Mariota,Marcus,,1993-10-30,1993,10,30,76,222,QB,QB,2015
d7fhe27vc4,d7fhe27vc4,4574716,26638,harrison-mevis,00-0039498,21609,MeviHa00,12015,663ada70-0717-11ef-94de-1b2fbd1e412b,Q112131319,41312,H.Mevis,Harrison,Harrison Mevis,"Mevis, Harrison","Mevis, H",Harrison Mevis,,Harrison Mevis,Mevis,Harrison,,2002-03-27,2002,03,27,71,243,K,SPEC,2025
d7p3cc2jzd,d7p3cc2jzd,4692590,25251,jalin-hyatt,00-0038938,20277,HyatJa00,9497,e5f9d339-a89f-4e47-9a84-b89f14550c05,Q114560094,40128,J.Hyatt,Jalin,Jalin Hyatt,"Hyatt, Jalin","Hyatt, J",Jalin Hyatt,,Jalin Hyatt,Hyatt,Jalin,,2001-09-25,2001,09,25,72,185,WR,WR,2023
dbc529yv1w,dbc529yv1w,17427,13731,cairo-santos,00-0031203,13370,SantCa01,2020,d96ff17c-841a-4768-8e08-3a4cfcb7f717,Q5017790,28227,C.Santos,Cairo,Cairo Santos,"Santos, Cairo","Santos, C",Cairo Santos,,Cairo Santos,Santos,Cairo,,1991-11-12,1991,11,12,68,173,K,SPEC,2014
dc4795j3h8,dc4795j3h8,4685382,25395,omarion-hampton,00-0040666,22069,HampOm00,12507,3e1b7908-79ee-4a23-97b9-5190725a2e5e,Q122461052,41807,O.Hampton,Omarion,Omarion Hampton,"Hampton, Omarion","Hampton, O",Omarion Hampton,,Omarion Hampton,Hampton,Omarion,,2003-03-16,2003,03,16,72,220,RB,RB,2025
dchqg2v0s4,dchqg2v0s4,4427834,23837,erick-all,00-0039814,21295,AllxEr00,11592,5523779b-db60-4158-b232-8391bc7db65b,Q109864036,40989,E.All,Erick,Erick All,"All, Erick","All, E",Erick All,Jr.,Erick All,All,Erick,,2000-09-13,2000,09,13,77,255,TE,TE,2024
ddskx0hrp8,ddskx0hrp8,4429023,23118,marshawn-lloyd,00-0039811,21144,LloyMa00,11581,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,Q114686918,40971,M.Lloyd,MarShawn,MarShawn Lloyd,"Lloyd, MarShawn","Lloyd, M",MarShawn Lloyd,,MarShawn Lloyd,Lloyd,MarShawn,,2001-01-05,2001,01,05,69,220,RB,RB,2024
dezr6b8hv4,dezr6b8hv4,3917668,18571,alec-ingold,00-0035125,17718,IngoAl01,6109,7ade135c-0760-4548-b7d9-cf1174e2be33,Q63302700,32344,A.Ingold,Alec,Alec Ingold,"Ingold, Alec","Ingold, A",Alec Ingold,,Alec Ingold,Ingold,Alec,,1996-07-09,1996,07,09,73,232,FB,RB,2019
dhhk2ww6qd,dhhk2ww6qd,4239944,22783,hunter-long,00-0037004,18801,LongHu00,7535,ebc576d0-a98b-4f82-aaf9-901a3911487d,Q100276744,33469,H.Long,Hunter,Hunter Long,"Long, Hunter","Long, H",Hunter Long,,Hunter Long,Long,Hunter,,1998-08-19,1998,08,19,77,243,TE,TE,2021
djhy2ts974,djhy2ts974,4889929,23680,quinn-ewers,00-0040234,22070,EwerQu00,12500,d89f0384-21a6-44e4-8aa6-324cb2103bf6,Q107404742,42037,Q.Ewers,Quinn,Quinn Ewers,"Ewers, Quinn","Ewers, Q",Quinn Ewers,,Quinn Ewers,Ewers,Quinn,,2003-03-15,2003,03,15,74,209,QB,QB,2025
dm0kvmgs3h,dm0kvmgs3h,4569603,26314,malik-washington,00-0039880,21154,WashMa00,11610,d7f4fd2c-ba4f-49ca-bd92-443a506e9eb4,Q123173281,41058,M.Washington,Malik,Malik Washington,"Washington, Malik","Washington, M",Malik Washington,,Malik Washington,Washington,Malik,,2000-10-20,2000,10,20,68,195,WR,WR,2024
dmqwey6xp4,dmqwey6xp4,4698597,25416,barion-brown,00-0041099,23192,BrowBa02,13533,6b60ad35-8051-4253-8f8d-29279a213352,Q115491997,42812,B.Brown,Barion,Barion Brown,"Brown, Barion","Brown, B",Barion Brown,,Barion Brown,Brown,Barion,,2003-12-12,2003,12,12,71,177,WR,WR,2026
ds7e1sr33w,ds7e1sr33w,4430191,23905,skyy-moore,00-0038090,19465,MoorSk01,8168,1c8a4510-786c-4bc2-a9e9-e491b688206f,Q109875281,34009,S.Moore,Skyy,Skyy Moore,"Moore, Skyy","Moore, S",Skyy Moore,,Skyy Moore,Moore,Skyy,,2000-09-10,2000,09,10,70,195,WR,WR,2022
dssdjpk88m,dssdjpk88m,4384852,28178,dohnte-meyers,00-0040785,22925,MeyeDo00,13264,adf036f0-ebe3-11f0-b9c8-cb8413f2962c,Q129182644,42616,D.Meyers,Dohnte,Dohnte Meyers,"Meyers, Dohnte","Meyers, D",Dohnte Meyers,,Dohnte Meyers,Meyers,Dohnte,,2000-07-06,2000,07,06,71,186,WR,WR,2026
dtk286xkzd,dtk286xkzd,4430431,27129,kurtis-rourke,00-0040589,22385,RourKu01,12477,1b412617-dee5-4c07-bdfc-e26eeff7fe80,Q110760884,42009,K.Rourke,Kurtis,Kurtis Rourke,"Rourke, Kurtis","Rourke, K",Kurtis Rourke,,Kurtis Rourke,Rourke,Kurtis,,2000-10-25,2000,10,25,76,221,QB,QB,2025
dxxx8qv4nh,dxxx8qv4nh,4569923,27291,andres-borregales,00-0040200,22356,BorrAn00,12713,80dce1ba-c997-47e6-a37e-e92fefcbdc1b,Q131826890,41980,A.Borregales,Andres,Andy Borregales,"Borregales, Andy","Borregales, A",Andres Borregales,,Andy Borregales,Borregales,Andy,,2003-01-02,2003,01,02,71,202,K,SPEC,2025
e0523k77h8,e0523k77h8,4045305,17387,ian-thomas,00-0034365,16155,ThomIa00,4995,ed8a8fd2-df67-45e7-a34f-984afb82f6ea,Q55614243,31071,I.Thomas,Ian,Ian Thomas,"Thomas, Ian","Thomas, I",Ian Thomas,,Ian Thomas,Thomas,Ian,,1996-06-06,1996,06,06,75,249,TE,TE,2018
e0n7z3hmh8,e0n7z3hmh8,5082424,28176,dominic-zvada,00-0041145,23505,ZvadDo00,13833,f2df2b00-42bd-11f1-a42d-413e277eb123,Q130210070,43171,D.Zvada,Dominic,Dominic Zvada,"Zvada, Dominic","Zvada, D",Dominic Zvada,,Dominic Zvada,Zvada,Dominic,,2003-10-25,2003,10,25,75,187,K,SPEC,2026
e0rsknqwv8,e0rsknqwv8,4259147,24778,jake-tonges,00-0037112,19960,TongJa00,8698,8d9236c0-ce09-11ec-9598-03840dd5f387,Q113686984,34374,J.Tonges,Jake,Jake Tonges,"Tonges, Jake","Tonges, J",Jake Tonges,,Jake Tonges,Tonges,Jake,,1999-07-08,1999,07,08,76,240,TE,TE,2022
e5ebz3gwsw,e5ebz3gwsw,4259553,23927,stetson-bennett,00-0039107,20479,BennSt00,10857,a5cc5958-01f9-4b7d-a8d9-c44625d53ed5,Q101114597,40153,S.Bennett,Stetson,Stetson Bennett,"Bennett, Stetson","Bennett, S",Stetson Bennett,IV,Stetson Bennett,Bennett,Stetson,,1997-10-28,1997,10,28,71,190,QB,QB,2023
e5tg15f6sm,e5tg15f6sm,4683159,28144,lewis-bond,00-0041467,23153,BondLe00,13541,60ce8141-c8fc-4162-8038-bf934d318b96,Q137267132,42826,L.Bond,Lewis,Lewis Bond,"Bond, Lewis","Bond, L",Lewis Bond,,Lewis Bond,Bond,Lewis,,2003-05-29,2003,05,29,71,190,WR,WR,2026
e6j7yxqppw,e6j7yxqppw,4601080,24351,raheim-sanders,00-0040466,22488,SandRa00,12472,09b7c5d0-23ca-11f0-97f8-1902f784caec,Q113857305,42139,R.Sanders,Raheim,Raheim Sanders,"Sanders, Raheim","Sanders, R",Raheim Sanders,,Raheim Sanders,Sanders,Raheim,,2002-06-08,2002,06,08,72,230,RB,RB,2025
ecj31cy2c0,ecj31cy2c0,4432722,28098,athan-kaliakmanis,00-0041117,23225,KaliAt00,13557,c2490c0e-35c5-4c61-abb8-ac003a6eebac,Q120753451,42845,A.Kaliakmanis,Athan,Athan Kaliakmanis,"Kaliakmanis, Athan","Kaliakmanis, A",Athan Kaliakmanis,,Athan Kaliakmanis,Kaliakmanis,Athan,,2003-08-20,2003,08,20,75,212,QB,QB,2026
ed399vdpvh,ed399vdpvh,4429684,26404,anthony-gould,00-0039816,21376,GoulAn00,11762,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,Q121033005,41046,A.Gould,Anthony,Anthony Gould,"Gould, Anthony","Gould, A",Anthony Gould,,Anthony Gould,Gould,Anthony,,2001-04-06,2001,04,06,68,174,WR,WR,2024
ednvt8hm3r,ednvt8hm3r,3918298,17298,josh-allen-qb,00-0034857,16074,AlleJo02,4984,3069db07-aa43-4503-ab11-2ae5c0002721,Q27966578,30977,J.Allen,Joshua,Josh Allen,"Allen, Josh","Allen, J",Joshua Allen,,Josh Allen,Allen,Josh,,1996-05-21,1996,05,21,77,237,QB,QB,2018
eed02e2mld,eed02e2mld,5081432,25418,antonio-williams-wr,00-0041040,22956,WillAn04,13301,d80b6d95-5b56-4e52-9a19-05957961f506,Q115110322,42693,A.Williams,Antonio,Antonio Williams,"Williams, Antonio","Williams, A",Antonio Williams,,Antonio Williams,Williams,Antonio,,2004-07-14,2004,07,14,71,190,WR,WR,2026
efjdferc9m,efjdferc9m,4360086,22923,josh-whyle,00-0038589,20614,WhylJo01,10212,601467c7-b593-472d-a147-b8e7bfdbe990,Q109561655,40182,J.Whyle,Josh,Josh Whyle,"Whyle, Josh","Whyle, J",Josh Whyle,,Josh Whyle,Whyle,Josh,,1999-09-08,1999,09,08,79,248,TE,TE,2023
efss70gwxh,efss70gwxh,4245144,24029,tay-martin,00-0037524,19869,MartTa00,8250,8d74f600-ca80-11ec-97ae-e1573849d1a6,Q114282822,34319,T.Martin,Davontavean,Tay Martin,"Martin, Tay","Martin, T",Davontavean Martin,,Tay Martin,Martin,Tay,,1997-12-14,1997,12,14,75,186,WR,WR,2022
eg124lsk6d,eg124lsk6d,4686728,27109,gunnar-helm,00-0040584,22123,HelmGu00,12502,beb69cba-f240-43ed-88d3-50d066cf55d4,Q130442918,41905,G.Helm,Gunnar,Gunnar Helm,"Helm, Gunnar","Helm, G",Gunnar Helm,,Gunnar Helm,Helm,Gunnar,,2002-09-06,2002,09,06,77,241,TE,TE,2025
egq78dgvb4,egq78dgvb4,4685504,28161,sam-roush,00-0041558,23014,RousSa00,13322,b8b3edc8-986a-4702-84a7-b5193331aebb,Q137170414,42691,S.Roush,Sam,Sam Roush,"Roush, Sam","Roush, S",Sam Roush,,Sam Roush,Roush,Sam,,2003-09-06,2003,09,06,77,267,TE,TE,2026
ejn8tfeb2d,ejn8tfeb2d,14163,10007,tyrod-taylor,00-0028118,10144,TaylTy00,827,7f3ef024-eb34-46af-8b9e-544cdf09378f,Q2591444,24967,T.Taylor,Tyrod,Tyrod Taylor,"Taylor, Tyrod","Taylor, T",Tyrod Taylor,,Tyrod Taylor,Taylor,Tyrod,,1989-08-03,1989,08,03,73,217,QB,QB,2011
enk14q47j8,enk14q47j8,4432708,23064,marvin-harrison-jr,00-0039849,21121,HarrMa09,11628,e8da21a8-796d-48a2-b644-57d08983ae01,Q112063616,40893,M.Harrison,Marvin,Marvin Harrison,"Harrison, Marvin","Harrison, M",Marvin Harrison Jr.,Jr.,Marvin Harrison Jr.,Harrison,Marvin,,2002-08-11,2002,08,11,75,220,WR,WR,2024
ep4wq1qct0,ep4wq1qct0,4242355,22718,jake-ferguson,00-0038041,19476,FergJa00,8110,f46eab3d-d7dd-4420-b3f9-6da9ac1308ab,Q110401826,34085,J.Ferguson,Jake,Jake Ferguson,"Ferguson, Jake","Ferguson, J",Jake Ferguson,,Jake Ferguson,Ferguson,Jake,,1999-01-18,1999,01,18,77,250,TE,TE,2022
epw4ny22kr,epw4ny22kr,4360248,20164,kyle-pitts,00-0036970,18789,PittKy00,7553,1f3deb24-9ff8-4769-8f42-825eff7742f6,Q74616567,33392,K.Pitts,Kyle,Kyle Pitts,"Pitts, Kyle","Pitts, K",Kyle Pitts,Sr.,Kyle Pitts,Pitts,Kyle,,2000-10-06,2000,10,06,78,250,TE,TE,2021
eshdb43ydd,eshdb43ydd,4430871,23679,sean-tucker,00-0038951,20285,TuckSe00,9506,6d616c10-f35e-11ed-b721-9b68b08a2e09,Q108939968,40742,S.Tucker,Sean,Sean Tucker,"Tucker, Sean","Tucker, S",Sean Tucker,,Sean Tucker,Tucker,Sean,,2001-10-25,2001,10,25,70,205,RB,RB,2023
etsfxh9w7m,etsfxh9w7m,5123663,27446,isaac-teslaa,00-0040669,22134,TeSlIs00,12535,41e5e4a9-f04c-462e-a1d1-e35a8115b974,Q132029855,41865,I.TeSlaa,Isaac,Isaac TeSlaa,"TeSlaa, Isaac","TeSlaa, I",Isaac TeSlaa,,Isaac TeSlaa,TeSlaa,Isaac,,2002-02-20,2002,02,20,76,214,WR,WR,2025
f21qk4nv9w,f21qk4nv9w,4432734,22884,jalen-milroe,00-0040673,22064,MilrJa00,12510,b0eb5b67-4ef2-462d-bfe7-e73bcce1f6b0,Q114049519,41882,J.Milroe,Jalen,Jalen Milroe,"Milroe, Jalen","Milroe, J",Jalen Milroe,,Jalen Milroe,Milroe,Jalen,,2002-12-13,2002,12,13,74,216,QB,QB,2025
f4kgydstb4,f4kgydstb4,4362619,22986,chris-rodriguez-jr,00-0038611,20308,RodrCh00,10219,ae5c4758-cb53-4f17-8763-b91381036af3,Q108862470,40231,C.Rodriguez,Chris,Chris Rodriguez,"Rodriguez, Chris","Rodriguez, C",Chris Rodriguez Jr.,Jr.,Chris Rodriguez Jr.,Rodriguez,Chris,,1999-09-26,1999,09,26,71,224,RB,RB,2023
f6734qwg50,f6734qwg50,4242433,22845,josh-palmer,00-0036988,18862,PalmJo00,7670,857fcc59-10e8-4194-bd7d-41bc5f72a47f,Q105162234,33465,J.Palmer,Joshua,Josh Palmer,"Palmer, Josh","Palmer, J",Joshua Palmer,,Josh Palmer,Palmer,Josh,,1999-09-22,1999,09,22,73,210,WR,WR,2021
f6b06k8w78,f6b06k8w78,4366031,25361,nathaniel-dell,00-0038977,20323,DellNa00,9502,25e7b423-f716-4d1a-9623-cee3e7d822ab,Q115945795,40097,T.Dell,Nathaniel,Tank Dell,"Dell, Tank","Dell, T",Nathaniel Dell,,Tank Dell,Dell,Tank,,1999-10-29,1999,10,29,70,165,WR,WR,2023
f8vrexlk88,f8vrexlk88,3929636,24904,irvin-charles,00-0037156,20184,CharIr00,8861,f8578e10-d3bd-11ec-96a0-c3471a31202c,Q114282836,34356,I.Charles,Irvin,Irvin Charles,"Charles, Irvin","Charles, I",Irvin Charles,,Irvin Charles,Charles,Irvin,,1997-04-13,1997,04,13,76,219,WR,WR,2022
fcmkd8xbww,fcmkd8xbww,4426875,23045,sam-howell,00-0037077,19449,HoweSa00,8162,7d85e9c2-f464-4654-9200-acfcffd7dfaf,Q67702653,34100,S.Howell,Sam,Sam Howell,"Howell, Sam","Howell, S",Sam Howell,,Sam Howell,Howell,Sam,,2000-09-16,2000,09,16,73,225,QB,QB,2022
fjhnnkyr90,fjhnnkyr90,5220680,28130,ted-hurst,00-0041048,22967,HursTe00,13317,8e9964c2-b74c-4eb1-967b-2f82cc8f9767,Q137272866,42706,T.Hurst,Ted,Ted Hurst,"Hurst, Ted","Hurst, T",Ted Hurst III,III,Ted Hurst III,Hurst,Ted,,2004-07-02,2004,07,02,75,195,WR,WR,2026
fl284gjn10,fl284gjn10,5088338,27463,elijah-sarratt,00-0040876,22949,SarrEl00,13268,88739764-6bec-4d65-9381-a75510c5f595,Q130442719,42737,E.Sarratt,Elijah,Elijah Sarratt,"Sarratt, Elijah","Sarratt, E",Elijah Sarratt,,Elijah Sarratt,Sarratt,Elijah,,2003-05-28,2003,05,28,74,209,WR,WR,2026
fm73fl5tq4,fm73fl5tq4,4258620,25713,andre-szmyt,00-0038428,20806,SzmyAn00,11261,25f0b180-ead8-11ed-86b8-630d0ad2d5af,Q59782499,40496,A.Szmyt,Andre,Andre Szmyt,"Szmyt, Andre","Szmyt, A",Andre Szmyt,,Andre Szmyt,Szmyt,Andre,,1998-09-26,1998,09,26,72,200,K,SPEC,2024
fmgsfs3f2w,fmgsfs3f2w,4697745,27534,tyler-loop,00-0040074,22279,LoopTy00,12711,a6b8b5d3-a2f2-4532-ade3-dc122b6b240c,Q131612484,41988,T.Loop,Steven,Tyler Loop,"Loop, Tyler","Loop, T",Steven Loop,,Tyler Loop,Loop,Tyler,,2001-08-04,2001,08,04,71,191,K,SPEC,2025
fnel3jjwm4,fnel3jjwm4,4361372,23742,jeremy-ruckert,00-0037805,19578,RuckJe00,8145,28f3732b-0910-4d09-9fd4-e43b821dc5bb,Q104850955,34057,J.Ruckert,Jeremy,Jeremy Ruckert,"Ruckert, Jeremy","Ruckert, J",Jeremy Ruckert,,Jeremy Ruckert,Ruckert,Jeremy,,2000-08-11,2000,08,11,77,250,TE,TE,2022
fpjm6edgqd,fpjm6edgqd,15818,11616,keenan-allen,00-0030279,11857,AlleKe00,1479,5f424505-f29f-433c-b3f2-1a143a04a010,Q6382866,26699,K.Allen,Keenan,Keenan Allen,"Allen, Keenan","Allen, K",Keenan Allen,,Keenan Allen,Allen,Keenan,,1992-04-27,1992,04,27,74,211,WR,WR,2013
fsshqt1qcd,fsshqt1qcd,4429435,27161,brady-cook,00-0040398,22608,CookBr03,12538,4916c770-2501-11f0-aed8-c154e65d4269,Q115492003,42229,B.Cook,Brady,Brady Cook,"Cook, Brady","Cook, B",Brady Cook,,Brady Cook,Cook,Brady,,2001-10-12,2001,10,12,74,215,QB,QB,2025
fv7sxvpfn4,fv7sxvpfn4,4869645,28135,caleb-douglas,00-0041523,23043,DougCa00,13296,9e86188e-bdd6-4ba4-af4b-9cfe7f38e159,Q134348438,42697,C.Douglas,Caleb,Caleb Douglas,"Douglas, Caleb","Douglas, C",Caleb Douglas,,Caleb Douglas,Douglas,Caleb,,2003-09-09,2003,09,09,76,205,WR,WR,2026
fvpx3xvk88,fvpx3xvk88,4912218,28424,cyrus-allen,00-0040890,23165,AlleCy00,13413,a07ac8bd-3929-4e48-b3c4-3ddeecd09dca,Q137917354,42773,C.Allen,Cyrus,Cyrus Allen,"Allen, Cyrus","Allen, C",Cyrus Allen,,Cyrus Allen,Allen,Cyrus,,2003-02-11,2003,02,11,71,180,WR,WR,2026
fxwqcet2wm,fxwqcet2wm,3117251,16393,christian-mccaffrey,00-0033280,15222,McCaCh01,4034,f96db0af-5e25-42d1-a07a-49b4e065b364,Q21621996,30121,C.McCaffrey,Christian,Christian McCaffrey,"McCaffrey, Christian","McCaffrey, C",Christian McCaffrey,,Christian McCaffrey,McCaffrey,Christian,,1996-06-07,1996,06,07,71,210,RB,RB,2017
fz35t13s0d,fz35t13s0d,2515270,14191,michael-burton,00-0031595,13696,BurtMi00,2471,80715ecf-ffc9-4a93-a305-2193451b3382,Q19874428,28556,M.Burton,Michael,Michael Burton,"Burton, Michael","Burton, M",Michael Burton,,Michael Burton,Burton,Michael,,1992-02-01,1992,02,01,72,247,FB,RB,2015
fz3vkj342m,fz3vkj342m,4879250,28302,cole-payton,00-0040891,23203,PaytCo00,13335,f6d960ab-1601-417a-8a35-39e3a75c29a5,Q136207945,42801,C.Payton,Cole,Cole Payton,"Payton, Cole","Payton, C",Cole Payton,,Cole Payton,Payton,Cole,,2002-10-26,2002,10,26,75,233,QB,QB,2026
fzrxm0grdr,fzrxm0grdr,4360698,25967,joe-milton,00-0039398,21408,MiltJo00,11557,74043480-24ef-4c26-99d4-18f43d5b41d3,Q99399800,41060,J.Milton,Joe,Joe Milton,"Milton, Joe","Milton, J",Joe Milton III,III,Joe Milton III,Milton,Joe,,2000-03-06,2000,03,06,77,236,QB,QB,2024
g1jb86reeh,g1jb86reeh,4685553,28133,brenen-thompson,00-0041550,23097,ThomBr07,13380,c6e9feed-f5de-4717-84af-0c17af9e2a73,Q136131651,42727,B.Thompson,Brenen,Brenen Thompson,"Thompson, Brenen","Thompson, B",Brenen Thompson,,Brenen Thompson,Thompson,Brenen,,2003-07-25,2003,07,25,69,170,WR,WR,2026
g1k3y8s4t0,g1k3y8s4t0,3039707,16381,mitch-trubisky,00-0033869,15223,TrubMi00,3976,7a1b8f1a-9024-4897-86b0-01c63e00305e,Q26405845,30115,M.Trubisky,Mitchell,Mitchell Trubisky,"Trubisky, Mitchell","Trubisky, M",Mitchell Trubisky,,Mitchell Trubisky,Trubisky,Mitchell,,1994-08-20,1994,08,20,74,222,QB,QB,2017
g3ebpvrjhw,g3ebpvrjhw,4241372,18226,marquise-brown,00-0035662,17007,BrowMa04,5848,feeee40a-dd63-41a7-89cd-6c95b5456833,Q54110533,31857,M.Brown,Marquise,Marquise Brown,"Brown, Marquise","Brown, M",Marquise Brown,,Marquise Brown,Brown,Marquise,,1997-06-04,1997,06,04,69,180,WR,WR,2019
g7qme995hm,g7qme995hm,4685279,24344,jaydon-blue,00-0040586,22092,BlueJa01,12457,f5e6eb8e-2c76-4bf9-b47f-57c62659341d,Q128792652,41935,J.Blue,Jaydon,Jaydon Blue,"Blue, Jaydon","Blue, J",Jaydon Blue,,Jaydon Blue,Blue,Jaydon,,2004-01-08,2004,01,08,69,198,RB,RB,2025
g8dtxxjned,g8dtxxjned,4361112,26440,devin-culp,00-0039754,21434,CulpDe00,11820,c62dcaf1-79e3-4e15-8fb0-e7cb30a18fe4,Q124757164,41120,D.Culp,Devin,Devin Culp,"Culp, Devin","Culp, D",Devin Culp,,Devin Culp,Culp,Devin,,2000-02-02,2000,02,02,76,237,TE,TE,2024
g8zk6fy75m,g8zk6fy75m,4426348,22902,jayden-daniels,00-0039910,21126,DaniJa02,11566,bab8c65a-9fff-410d-8e34-dc2f636d890e,Q66825384,40896,J.Daniels,Jayden,Jayden Daniels,"Daniels, Jayden","Daniels, J",Jayden Daniels,,Jayden Daniels,Daniels,Jayden,,2000-12-18,2000,12,18,76,210,QB,QB,2024
gb9dwjf1eh,gb9dwjf1eh,4430656,27805,myles-price,00-0040506,22734,PricMy00,13075,c17f53c0-25de-11f0-b2c4-1fd68bf02b2c,Q135918814,42389,M.Price,Myles,Myles Price,"Price, Myles","Price, M",Myles Price,,Myles Price,Price,Myles,,2001-12-16,2001,12,16,69,183,WR,WR,2025
gc6dqf40r8,gc6dqf40r8,4362523,23821,will-mallory,00-0038394,20347,MallWi00,10220,5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057,Q114724579,40180,W.Mallory,Will,Will Mallory,"Mallory, Will","Mallory, W",Will Mallory,,Will Mallory,Mallory,Will,,1999-06-22,1999,06,22,76,239,TE,TE,2023
