id,ids_prism,ids_espn,ids_fantasypros,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay
te3l6q9r60,te3l6q9r60,4602667,27454,00-0040164,22272,LaneJa00,12641,2ec24c7a-8d5d-453a-b45d-03eb27c645d0,Q132859079,41920,J.Lane,Joshua,Jaylin Lane,"Lane, Jaylin","Lane, J",Joshua Lane,,Jaylin Lane,Lane,Jaylin,,2002-05-01,2002,05,01
tgm7g4qv20,tgm7g4qv20,4432775,27288,00-0040581,22126,ThorDo00,12541,483606b2-c0c9-4da2-8fcf-73d2615756c7,Q131226627,41892,D.Thornton,Dont'e,Dont'e Thornton,"Thornton, Dont'e","Thornton, D",Dont'e Thornton Jr.,Jr.,Dont'e Thornton Jr.,Thornton,Dont'e,,2002-11-30,2002,11,30
tgv5kkcg3h,tgv5kkcg3h,2977187,16433,00-0033908,15283,KuppCo00,4039,2806e915-c46f-492f-8a29-71d3a85e5620,Q16235552,30182,C.Kupp,Cooper,Cooper Kupp,"Kupp, Cooper","Kupp, C",Cooper Kupp,,Cooper Kupp,Kupp,Cooper,,1993-06-15,1993,06,15
th3l6fevcr,th3l6fevcr,5081338,28435,00-0041397,23106,WetjKa00,13491,8c064b55-5583-4ffb-8a10-0146c01e8ce0,Q131725558,42743,K.Wetjen,Kaden,Kaden Wetjen,"Wetjen, Kaden","Wetjen, K",Kaden Wetjen,,Kaden Wetjen,Wetjen,Kaden,,2002-03-09,2002,03,09
thf0ell5bh,thf0ell5bh,3915411,18406,00-0035537,17046,JohnTy02,6039,96e6687b-2b89-4dd9-98df-6e7507cd82cf,Q63430765,32018,T.Johnson,Ty,Ty Johnson,"Johnson, Ty","Johnson, T",Ty Johnson,,Ty Johnson,Johnson,Ty,,1997-09-17,1997,09,17
thh7s4qvcr,thh7s4qvcr,4426515,23180,00-0039075,20336,NacuPu00,9493,111be44d-7bc2-4cad-934d-c9e946293b2f,Q115492436,40168,P.Nacua,Puka,Puka Nacua,"Nacua, Puka","Nacua, P",Puka Nacua,,Puka Nacua,Nacua,Puka,,2001-05-29,2001,05,29
tpp7yzc0vw,tpp7yzc0vw,4431487,27144,00-0040009,22073,WillSa01,12482,06fb642c-b10b-4b23-966a-13668a7c4426,Q130753966,41851,S.Williams,Savion,Savion Williams,"Williams, Savion","Williams, S",Savion Williams,,Savion Williams,Williams,Savion,,2001-11-22,2001,11,22
tr2ll1gt0m,tr2ll1gt0m,4430027,22978,00-0039065,20339,LaPoSa01,10859,3059f1e5-1871-4458-9e90-9b9917874c61,Q108830207,40064,S.LaPorta,Sam,Sam LaPorta,"LaPorta, Sam","LaPorta, S",Sam LaPorta,,Sam LaPorta,LaPorta,Sam,,2001-01-12,2001,01,12
twl38v7ghw,twl38v7ghw,4241410,23829,00-0037755,19484,WoodJe01,8219,321af8f8-b4de-4ed2-a86f-7f97a85a13d4,Q109908410,34029,J.Woods,Jelani,Jelani Woods,"Woods, Jelani","Woods, J",Jelani Woods,,Jelani Woods,Woods,Jelani,,1998-10-09,1998,10,09
tyxt6dshrr,tyxt6dshrr,14880,11177,00-0029604,10974,CousKi00,1166,bbd0942c-6f77-4f83-a6d0-66ec6548019e,Q431248,25812,K.Cousins,Kirk,Kirk Cousins,"Cousins, Kirk","Cousins, K",Kirk Cousins,,Kirk Cousins,Cousins,Kirk,,1988-08-19,1988,08,19
tz06rc0kmw,tz06rc0kmw,4685540,28399,00-0041131,23137,RyanCa00,13580,9d8c7f71-3c7e-4459-bbcc-2c7c0f984b78,Q137177974,42870,C.Ryan,Carsen,Carsen Ryan,"Ryan, Carsen","Ryan, C",Carsen Ryan,,Carsen Ryan,Ryan,Carsen,,2003-08-21,2003,08,21
v0bhkle20w,v0bhkle20w,3134353,16556,00-0033375,15467,PatrTi00,4351,2a443351-5e63-4a49-819e-912b51a745f2,Q29642024,30511,T.Patrick,Timothy,Tim Patrick,"Patrick, Tim","Patrick, T",Timothy Patrick,,Tim Patrick,Patrick,Tim,,1993-11-23,1993,11,23
v2kj0h5w6d,v2kj0h5w6d,4432631,28115,00-0041312,23541,WhitNo00,13437,e656bff0-4322-11f1-a39d-09ec94a91f1f,Q136051141,43197,N.Whittington,Noah,Noah Whittington,"Whittington, Noah","Whittington, N",Noah Whittington,,Noah Whittington,Whittington,Noah,,2001-12-13,2001,12,13
v6h6wl45y8,v6h6wl45y8,4427095,25304,00-0038621,20341,DougDe00,9501,962496d4-9ffa-471b-8dd2-fc5e60fee84b,Q117803523,40222,D.Douglas,DeMario,DeMario Douglas,"Douglas, DeMario","Douglas, D",DeMario Douglas,,DeMario Douglas,Douglas,DeMario,,2000-12-08,2000,12,08
vdedn42f68,vdedn42f68,4360310,19780,00-0036971,18779,LawrTr00,7523,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,Q42225228,33389,T.Lawrence,William,Trevor Lawrence,"Lawrence, Trevor","Lawrence, T",William Lawrence,,Trevor Lawrence,Lawrence,Trevor,,1999-10-06,1999,10,06
ve4eexr2sw,ve4eexr2sw,3121023,17270,00-0034351,16151,GoedDa00,5022,e8029983-87cf-49a2-bc04-04c8233a0630,Q47454127,31019,D.Goedert,Dallas,Dallas Goedert,"Goedert, Dallas","Goedert, D",Dallas Goedert,,Dallas Goedert,Goedert,Dallas,,1995-01-03,1995,01,03
vet2nbntn8,vet2nbntn8,5083315,26055,00-0041032,22935,SadiKe00,13330,554e5567-f992-4071-8366-5fa5c316b07c,Q131831414,42638,K.Sadiq,Kenyon,Kenyon Sadiq,"Sadiq, Kenyon","Sadiq, K",Kenyon Sadiq,,Kenyon Sadiq,Sadiq,Kenyon,,2005-03-04,2005,03,04
vj89czy6p4,vj89czy6p4,4362887,19781,00-0036945,18783,FielJu00,7591,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,Q52715014,33399,J.Fields,Justin,Justin Fields,"Fields, Justin","Fields, J",Justin Fields,,Justin Fields,Fields,Justin,,1999-03-05,1999,03,05
vkdx68pxm0,vkdx68pxm0,4432773,23000,00-0039893,21131,ThomBr06,11631,271a233e-68b3-4261-a3aa-7667eaf9d3cc,Q122376129,40883,Bri.Thomas,Brian,Brian Thomas,"Thomas, Brian","Thomas, B",Brian Thomas Jr.,Jr.,Brian Thomas Jr.,Thomas,Brian,,2002-10-08,2002,10,08
vm2xmsbthh,vm2xmsbthh,4362249,23020,00-0039146,20311,ReedJa03,10222,23a306bc-5f77-4574-a575-bd599f243185,Q108913584,40063,J.Reed,Jayden,Jayden Reed,"Reed, Jayden","Reed, J",Jayden Reed,,Jayden Reed,Reed,Jayden,,2000-04-28,2000,04,28
vmnzk3py74,vmnzk3py74,4429105,22965,00-0040582,22081,SmitAr01,12539,8c7c7f4c-f8cc-4e02-aa0f-f794a1afd6ae,Q130287252,41896,A.Smith,Arian,Arian Smith,"Smith, Arian","Smith, A",Arian Smith,,Arian Smith,Smith,Arian,,2001-10-11,2001,10,11
vr68v78y64,vr68v78y64,4429939,26329,00-0039405,21163,JordJa00,11588,d3ddb80f-6f08-4594-be42-4c2f0716f4ef,Q122976631,41064,J.Jordan,Jawhar,Jawhar Jordan,"Jordan, Jawhar","Jordan, J",Jawhar Jordan,,Jawhar Jordan,Jordan,Jawhar,,1999-08-18,1999,08,18
vt838jcct4,vt838jcct4,3042519,16673,00-0033293,15392,JoneAa00,4199,27dd5b6e-ea65-4622-a6b4-460fd144407c,Q30122536,30295,A.Jones,Aaron,Aaron Jones,"Jones, Aaron","Jones, A",Aaron Jones,,Aaron Jones,Jones,Aaron,,1994-12-02,1994,12,02
vwdmpj2d58,vwdmpj2d58,4883647,27059,00-0040170,22091,AyomEl00,12499,6c773a16-1a93-4845-a519-d56c85e0090f,Q123046216,41904,E.Ayomanor,Elic,Elic Ayomanor,"Ayomanor, Elic","Ayomanor, E",Elic Ayomanor,,Elic Ayomanor,Ayomanor,Elic,,2003-06-03,2003,06,03
vxhd4knl94,vxhd4knl94,4360739,23196,00-0036646,18812,FehoSi00,7812,3860693c-99a2-4484-99db-1d43e3ff7fd4,Q105107028,33567,S.Fehoko,Simione,Simi Fehoko,"Fehoko, Simi","Fehoko, S",Simione Fehoko,,Simi Fehoko,Fehoko,Simi,,1997-11-05,1997,11,05
vz5xlv01l8,vz5xlv01l8,3929645,19562,00-0036040,18582,JohnJu02,7002,0226b03b-f91d-4223-9813-9fcd2e9c3acc,Q100871143,33113,J.Johnson,Juwan,Juwan Johnson,"Johnson, Juwan","Johnson, J",Juwan Johnson,,Juwan Johnson,Johnson,Juwan,,1996-09-13,1996,09,13
w19czrhvy4,w19czrhvy4,4431280,23092,00-0039868,21127,FranTr00,11627,765dffd8-8112-4078-86a1-924ccebf1069,Q115907697,41009,T.Franklin,Troy,Troy Franklin,"Franklin, Troy","Franklin, T",Troy Franklin,,Troy Franklin,Franklin,Troy,,2003-02-06,2003,02,06
w19r6pmp4r,w19r6pmp4r,4833029,27993,00-0041510,22958,KlarMa00,13278,680fc10a-4de2-4571-b228-2c2fd79d437f,Q130543670,42683,M.Klare,Max,Max Klare,"Klare, Max","Klare, M",Max Klare,,Max Klare,Klare,Max,,2003-07-08,2003,07,08
w38fvtyvhr,w38fvtyvhr,3925357,17258,00-0034837,16065,RidlCa00,4981,926e2674-52d6-4cec-9991-46ee85cc8cfd,Q21622530,30996,C.Ridley,Calvin,Calvin Ridley,"Ridley, Calvin","Ridley, C",Calvin Ridley,,Calvin Ridley,Ridley,Calvin,,1994-12-20,1994,12,20
w4hbw6wjzw,w4hbw6wjzw,4570561,23075,00-0038396,19448,GrayEr01,10223,dcc536c1-36f2-4e34-8028-ccf32d930018,Q105320431,40198,E.Gray,Eric,Eric Gray,"Gray, Eric","Gray, E",Eric Gray,,Eric Gray,Gray,Eric,,1999-11-04,1999,11,04
w61vy5ejn0,w61vy5ejn0,5093923,26400,00-0040298,22510,ArmsAn01,12863,8e353ae0-2442-11f0-b1aa-45a8da233bc0,Q131318963,42162,A.Armstrong,Andrew,Andrew Armstrong,"Armstrong, Andrew","Armstrong, A",Andrew Armstrong,,Andrew Armstrong,Armstrong,Andrew,,2000-10-31,2000,10,31
w845cb4n68,w845cb4n68,3911853,19423,00-0036422,18032,TrauAd00,6869,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,Q84056510,32775,A.Trautman,Adam,Adam Trautman,"Trautman, Adam","Trautman, A",Adam Trautman,,Adam Trautman,Trautman,Adam,,1997-02-05,1997,02,05
w8dpj413d8,w8dpj413d8,4428331,23113,00-0039067,20287,RiceRa01,10229,cbd73c09-da07-48b0-a0d6-f248dfa631b6,Q113813355,40084,R.Rice,Rashee,Rashee Rice,"Rice, Rashee","Rice, R",Rashee Rice,,Rashee Rice,Rice,Rashee,,2000-04-22,2000,04,22
wbljz9ddc4,wbljz9ddc4,4360637,26423,00-0039710,21513,JoneJe01,11911,b8f13e80-0582-11ef-b5de-0dfe790b3555,Q124125056,41205,J.Jones,Jeshaun,Jeshaun Jones,"Jones, Jeshaun","Jones, J",Jeshaun Jones,,Jeshaun Jones,Jones,Jeshaun,,1999-12-22,1999,12,22
wbxxcs6f34,wbxxcs6f34,3116389,16423,00-0033526,15362,PeriSa00,4147,e601812f-ce24-4e99-bee0-e33c1e9014e4,Q18572038,30227,S.Perine,Samaje,Samaje Perine,"Perine, Samaje","Perine, S",Samaje Perine,,Samaje Perine,Perine,Samaje,,1995-09-16,1995,09,16
weeyz1zb6r,weeyz1zb6r,4429275,25388,00-0039921,21135,BensTr01,11589,0c1253f2-1822-445d-8590-fea6fd32703f,Q115222279,40958,T.Benson,Trey,Trey Benson,"Benson, Trey","Benson, T",Trey Benson,,Trey Benson,Benson,Trey,,2002-07-23,2002,07,23
whh1ejzp1h,whh1ejzp1h,4212909,16757,00-0033589,15434,MoorDa03,4274,aecc1809-4628-4c3a-8b2b-c8f2858d2492,Q30122569,30339,D.Moore,David,David Moore,"Moore, David","Moore, D",David Moore,,David Moore,Moore,David,,1995-01-15,1995,01,15
wkqtxbdqgd,wkqtxbdqgd,4361409,23101,00-0037741,19452,DotsJa00,8119,d4a7917d-f327-431b-9b87-83af341c3e21,Q102227408,33971,J.Dotson,Jahan,Jahan Dotson,"Dotson, Jahan","Dotson, J",Jahan Dotson,,Jahan Dotson,Dotson,Jahan,,2000-03-22,2000,03,22
wp36qe6rpw,wp36qe6rpw,4239996,19231,00-0036973,18770,EtieTr00,7543,970693f0-0af4-4627-ac0c-bf519f7433ee,Q56651173,33413,T.Etienne,Travis,Travis Etienne,"Etienne, Travis","Etienne, T",Travis Etienne,,Travis Etienne,Etienne,Travis,,1999-01-26,1999,01,26
wp4qwjzfrh,wp4qwjzfrh,4430834,23179,00-0039855,21153,McMiJa01,11618,c2b25795-8c63-425a-8790-f6d626dbf0d3,Q113843993,40954,J.McMillan,Jalen,Jalen McMillan,"McMillan, Jalen","McMillan, J",Jalen McMillan,,Jalen McMillan,McMillan,Jalen,,2001-12-07,2001,12,07
wshy1g3sjr,wshy1g3sjr,4870808,25403,00-0041027,22930,LoveJe00,13287,ca61f1e4-5a51-45b8-b8e3-f6564d9c2648,Q129281609,42625,J.Love,Jeremiyah,Jeremiyah Love,"Love, Jeremiyah","Love, J",Jeremiyah Love,,Jeremiyah Love,Love,Jeremiyah,,2005-05-31,2005,05,31
wtcgz4q4wd,wtcgz4q4wd,4686248,28427,00-0041503,23031,BoerNa00,13299,69aa9430-b9b0-4cd9-8dd5-3a81963336de,Q137384579,42678,N.Boerkircher,Nate,Nate Boerkircher,"Boerkircher, Nate","Boerkircher, N",Nate Boerkircher,,Nate Boerkircher,Boerkircher,Nate,,2001-09-04,2001,09,04
wzvfp339x4,wzvfp339x4,4576297,26335,00-0039793,21315,BarnAJ00,11603,e96127b4-d381-43d4-b0ae-8790c706756f,Q122159008,41001,A.Barner,AJ,AJ Barner,"Barner, AJ","Barner, A",AJ Barner,,AJ Barner,Barner,AJ,,2002-05-03,2002,05,03
x1tpmcrwsw,x1tpmcrwsw,4686658,28108,00-0040878,22955,WashMi00,13305,b783f45a-16ea-4145-9f3a-fafaa1bb0058,Q137042890,42744,M.Washington,Michael,Mike Washington,"Washington, Mike","Washington, M",Michael Washington Jr.,Jr.,Mike Washington Jr.,Washington,Mike,,2003-07-03,2003,07,03
x6k43mf830,x6k43mf830,3117256,17349,00-0034383,16255,SchuDa00,5001,8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a,Q47379760,31107,D.Schultz,Dalton,Dalton Schultz,"Schultz, Dalton","Schultz, D",Dalton Schultz,,Dalton Schultz,Schultz,Dalton,,1996-07-11,1996,07,11
x6v43m6kp0,x6v43m6kp0,4249836,24173,00-0038098,19479,StroPi00,8116,8a9a3c7f-57a1-4064-9bda-2c7fad7b5c01,Q109182340,34083,P.Strong,Pierre,Pierre Strong,"Strong, Pierre","Strong, P",Pierre Strong,,Pierre Strong,Strong,Pierre,,1998-12-10,1998,12,10
x7lgyys1cr,x7lgyys1cr,4239993,19211,00-0036410,17971,HiggTe00,6801,7963b029-5de4-4541-b00a-44eefe4349af,Q59209497,32703,T.Higgins,Tamurice,Tee Higgins,"Higgins, Tee","Higgins, T",Tamurice Higgins,,Tee Higgins,Higgins,Tee,,1999-01-18,1999,01,18
x8nj1v2ftw,x8nj1v2ftw,4683062,23019,00-0039894,21128,WortXa00,11624,52e049b1-0a7a-4e7f-9866-d2848e9cc478,Q108854318,40877,X.Worthy,Xavier,Xavier Worthy,"Worthy, Xavier","Worthy, X",Xavier Worthy,,Xavier Worthy,Worthy,Xavier,,2003-04-27,2003,04,27
x90w8hx7j4,x90w8hx7j4,4693370,28437,00-0041398,23207,NowaRi00,13433,d85be8f9-009d-4de5-838d-1cb07e4105cc,Q136850221,42803,R.Nowakowski,Riley,Riley Nowakowski,"Nowakowski, Riley","Nowakowski, R",Riley Nowakowski,,Riley Nowakowski,Nowakowski,Riley,,2002-06-30,2002,06,30
x9yhflcxk8,x9yhflcxk8,4599739,24360,00-0038551,20304,MillKe01,9757,66627686-34fe-4599-84ac-e436fd7d798a,Q114919071,40108,K.Miller,Kendre,Kendre Miller,"Miller, Kendre","Miller, K",Kendre Miller,,Kendre Miller,Miller,Kendre,,2002-06-11,2002,06,11
xc1cxd8cxh,xc1cxd8cxh,4432762,25968,00-0040668,22056,SandSh00,12524,270e09bc-8bf8-44b0-87ed-1fd014de4ab7,Q111441081,41930,S.Sanders,Shedeur,Shedeur Sanders,"Sanders, Shedeur","Sanders, S",Shedeur Sanders,,Shedeur Sanders,Sanders,Shedeur,,2002-02-07,2002,02,07
xd5jlbbn0h,xd5jlbbn0h,4243389,23739,00-0037837,19480,AustCa00,8125,a95271f7-6dae-4b43-94fd-3ff04b15d4c4,Q110812761,34094,C.Austin,Calvin,Calvin Austin,"Austin, Calvin","Austin, C",Calvin Austin III,III,Calvin Austin III,Austin,Calvin,,1999-03-24,1999,03,24
xeev31h0j0,xeev31h0j0,4702555,27320,00-0041496,22941,ColeJo00,13345,0ff54d6c-4d2a-4974-9815-b889e7dc293e,Q124352406,42730,J.Coleman,Jonah,Jonah Coleman,"Coleman, Jonah","Coleman, J",Jonah Coleman,,Jonah Coleman,Coleman,Jonah,,2003-08-20,2003,08,20
xq8mq6jbe0,xq8mq6jbe0,4683243,27138,00-0040187,22086,EvanMi01,12473,788b494d-d624-46ae-a956-81bd10f6a044,Q123058520,41949,M.Evans,Mitchell,Mitchell Evans,"Evans, Mitchell","Evans, M",Mitchell Evans,,Mitchell Evans,Evans,Mitchell,,2003-05-18,2003,05,18
xsh30yq5t4,xsh30yq5t4,4429096,23013,00-0039738,20278,CoruBl00,11586,93ba1da2-3679-4ddc-9687-0802349f9ee2,Q100795875,40962,B.Corum,Blake,Blake Corum,"Corum, Blake","Corum, B",Blake Corum,,Blake Corum,Corum,Blake,,2000-11-25,2000,11,25
xskgvvvclr,xskgvvvclr,4241985,19245,00-0036158,17963,DobbJK00,6806,a57b9914-4315-4295-98b4-9b348c52d6a1,Q40059201,32725,J.Dobbins,J.K.,J.K. Dobbins,"Dobbins, J.K.","Dobbins, J",J.K. Dobbins,,J.K. Dobbins,Dobbins,J.K.,,1998-12-17,1998,12,17
xt0g9xz8e4,xt0g9xz8e4,4431562,22928,00-0040021,22305,MafaPh00,12738,54b97d06-1639-46a3-9dcc-67320687281d,Q123416724,42018,P.Mafah,Phil,Phil Mafah,"Mafah, Phil","Mafah, P",Phil Mafah,,Phil Mafah,Mafah,Phil,,2002-10-24,2002,10,24
y1g9b93pxr,y1g9b93pxr,4383440,25881,00-0038783,21011,AdkiNa00,11433,bcd0ae60-f31c-11ed-819c-fd03d0cc2698,Q122055196,40702,N.Adkins,Nathan,Nate Adkins,"Adkins, Nate","Adkins, N",Nathan Adkins,,Nate Adkins,Adkins,Nate,,1999-07-09,1999,07,09
y5jsnxfff0,y5jsnxfff0,4608810,27147,00-0040237,22108,JohnTe03,12485,ad756d40-39a0-4f5c-bbf5-f31f4c3ee0a6,Q123550509,42030,T.Johnson,Keyonteze,Tez Johnson,"Johnson, Tez","Johnson, T",Keyonteze Johnson,,Tez Johnson,Johnson,Tez,,2002-05-18,2002,05,18
y75we4xzsm,y75we4xzsm,3118892,17603,00-0034386,16281,WatsJu01,5374,bdb77276-7191-4454-85c2-e1693a33d709,Q55615481,31114,J.Watson,Justin,Justin Watson,"Watson, Justin","Watson, J",Justin Watson,,Justin Watson,Watson,Justin,,1996-04-04,1996,04,04
y91w5tx4g4,y91w5tx4g4,4362630,23242,00-0036955,18798,MarsTe00,7565,69388223-d1e7-46c3-9106-e10edb7073e9,Q77371719,33447,T.Marshall,Terrace,Terrace Marshall,"Marshall, Terrace","Marshall, T",Terrace Marshall Jr.,Jr.,Terrace Marshall Jr.,Marshall,Terrace,,2000-06-09,2000,06,09
ybv1vxnqtr,ybv1vxnqtr,3116365,17269,00-0034753,16075,AndrMa00,5012,0618f387-9b72-4270-8b8f-dec4cccc9e4a,Q41790042,31056,M.Andrews,Mark,Mark Andrews,"Andrews, Mark","Andrews, M",Mark Andrews,,Mark Andrews,Andrews,Mark,,1995-09-06,1995,09,06
yct567mx70,yct567mx70,4808766,26005,00-0040736,22120,TaylMa02,12498,07d2be51-73c2-4f26-81d5-bc6e9b88bff2,Q115803198,41827,M.Taylor,Mason,Mason Taylor,"Taylor, Mason","Taylor, M",Mason Taylor,,Mason Taylor,Taylor,Mason,,2004-05-08,2004,05,08
yerpehcl0m,yerpehcl0m,4242512,23499,00-0038128,19458,WillMa12,8161,55aefcf9-4dfb-4994-883f-4d537a6f1ddb,Q101247586,34042,M.Willis,Malik,Malik Willis,"Willis, Malik","Willis, M",Malik Willis,,Malik Willis,Willis,Malik,,1999-05-25,1999,05,25
yf37phbdnr,yf37phbdnr,4373678,23748,00-0037261,19462,ShakKh00,8134,0ce9ddce-bdf6-469c-8a32-9cf0ed3714a4,Q109336486,34104,K.Shakir,Khalil,Khalil Shakir,"Shakir, Khalil","Shakir, K",Khalil Shakir,,Khalil Shakir,Shakir,Khalil,,2000-02-03,2000,02,03
ykcfxcth9h,ykcfxcth9h,4241389,19202,00-0036358,17965,LambCe00,6786,a72ea15b-5199-4101-a300-846e1c655add,Q57313601,32687,C.Lamb,Cedarian,CeeDee Lamb,"Lamb, CeeDee","Lamb, C",Cedarian Lamb,,CeeDee Lamb,Lamb,CeeDee,,1999-04-08,1999,04,08
ymn355bm2m,ymn355bm2m,4242392,23341,00-0036754,19101,WrigBr01,7891,8f182089-7730-499e-8f2e-87bda32debfb,Q109220124,33774,B.Wright,Brock,Brock Wright,"Wright, Brock","Wright, B",Brock Wright,,Brock Wright,Wright,Brock,,1998-11-27,1998,11,27
ypfqvp17r8,ypfqvp17r8,4586312,27122,00-0040138,22116,NoelJa00,12536,c4bab22e-a89a-41f6-b03a-07073a72f41b,Q118107046,41885,J.Noel,Jaylin,Jaylin Noel,"Noel, Jaylin","Noel, J",Jaylin Noel,,Jaylin Noel,Noel,Jaylin,,2002-09-04,2002,09,04
ypzcrf33b4,ypzcrf33b4,4575131,27316,00-0040242,22130,CrosJa00,12533,202b8be6-40d2-49ed-b256-312ac45ec70f,Q132063724,42010,J.Croskey-Merritt,Jacory,Jacory Croskey-Merritt,"Croskey-Merritt, Jacory","Croskey-Merritt, J",Jacory Croskey-Merritt,,Jacory Croskey-Merritt,Croskey-Merritt,Jacory,,2001-04-12,2001,04,12
yyb15s4m58,yyb15s4m58,4569559,26409,00-0039424,21357,VeleDe00,11834,2a638f35-a80a-46db-9722-12b49d45ab52,Q124608287,41097,D.Vele,Devaughn,Devaughn Vele,"Vele, Devaughn","Vele, D",Devaughn Vele,,Devaughn Vele,Vele,Devaughn,,1997-12-12,1997,12,12
yzvqmtj50m,yzvqmtj50m,2976212,13981,00-0031588,13671,DiggSt00,2449,a1c40664-b265-4083-aad2-54b4c734f2c5,Q7606645,28534,S.Diggs,Stefon,Stefon Diggs,"Diggs, Stefon","Diggs, S",Stefon Diggs,,Stefon Diggs,Diggs,Stefon,,1993-11-29,1993,11,29
z0y2xxk1ew,z0y2xxk1ew,3051876,16411,00-0033881,15238,EngrEv00,4066,e21365af-8d66-416e-b0a5-8816d18fcfd9,Q20631011,30136,E.Engram,Evan,Evan Engram,"Engram, Evan","Engram, E",Evan Engram,,Evan Engram,Engram,Evan,,1994-09-02,1994,09,02
z1042rsrxw,z1042rsrxw,4240603,24205,00-0037563,20100,DaviMa02,8800,7caf1f90-d30d-11ec-8b77-45b1765fd110,Q114313913,34610,M.Davis,Malik,Malik Davis,"Davis, Malik","Davis, M",Malik Davis,,Malik Davis,Davis,Malik,,1998-11-26,1998,11,26
z1n7tj8pqm,z1n7tj8pqm,4879276,28129,00-0041067,22969,LancBr00,13420,4d5c31ba-45ea-4247-a41a-acfa82bdbd39,Q131649781,42758,B.Lance,Bryce,Bryce Lance,"Lance, Bryce","Lance, B",Bryce Lance,,Bryce Lance,Lance,Bryce,,2002-08-20,2002,08,20
z1wtlr9edw,z1wtlr9edw,4365395,25824,00-0038720,20938,HillJu02,11371,516da3c0-f016-11ed-a518-572ef5cb73b6,Q122110098,40629,J.Hill,Julian,Julian Hill,"Hill, Julian","Hill, J",Julian Hill,,Julian Hill,Hill,Julian,,2000-07-09,2000,07,09
z366b9358r,z366b9358r,4061956,18656,00-0035021,17366,DuliAs00,6427,f374262b-d642-4d05-9584-5955548ee4d1,Q69183943,32292,A.Dulin,Ashton,Ashton Dulin,"Dulin, Ashton","Dulin, A",Ashton Dulin,,Ashton Dulin,Dulin,Ashton,,1997-05-15,1997,05,15
z3k4k8b4l8,z3k4k8b4l8,4701936,26024,00-0040667,22085,GoldMa02,12501,d1963360-c011-4764-9a36-9e627073f68f,Q123507803,41808,M.Golden,Matthew,Matthew Golden,"Golden, Matthew","Golden, M",Matthew Golden,,Matthew Golden,Golden,Matthew,,2003-08-01,2003,08,01
z4wb1m8zb8,z4wb1m8zb8,4870653,27331,00-0041547,22933,ConcKC00,13298,395b5873-4054-4190-913c-60b664d11e61,Q124415515,42646,K.Concepcion,Kevin,KC Concepcion,"Concepcion, KC","Concepcion, K",Kevin Concepcion,,KC Concepcion,Concepcion,KC,,2004-09-24,2004,09,24
z5xw3y6m3w,z5xw3y6m3w,4569371,26379,00-0039451,21729,WillIs03,11608,2ddb2f40-07bc-11ef-82d9-5f86367458d3,Q122942048,41421,I.Williams,Isaiah,Isaiah Williams,"Williams, Isaiah","Williams, I",Isaiah Williams,,Isaiah Williams,Williams,Isaiah,,2001-01-29,2001,01,29
z6tbtr7ph0,z6tbtr7ph0,4890973,25989,00-0040122,22055,JeanAs00,12527,320fc4b7-76c7-43af-bbfd-1a22ba8f78cb,Q122784078,41791,A.Jeanty,Ashton,Ashton Jeanty,"Jeanty, Ashton","Jeanty, A",Ashton Jeanty,,Ashton Jeanty,Jeanty,Ashton,,2003-12-02,2003,12,02
zbls00d4l8,zbls00d4l8,4361432,23794,00-0037816,19455,DoubRo00,8121,5f559fde-3a5f-4df6-99a2-cd1a4b103c68,Q110647780,34088,R.Doubs,Romeo,Romeo Doubs,"Doubs, Romeo","Doubs, R",Romeo Doubs,,Romeo Doubs,Doubs,Romeo,,2000-04-13,2000,04,13
zdlhgnmdbm,zdlhgnmdbm,4595348,25409,00-0039337,21122,NabeMa00,11632,55ef2022-50c2-465b-839e-c0f4c9e7c55c,Q114255395,40899,M.Nabers,Malik,Malik Nabers,"Nabers, Malik","Nabers, M",Malik Nabers,,Malik Nabers,Nabers,Malik,,2003-07-28,2003,07,28
zg2c3lwpl4,zg2c3lwpl4,4431196,22924,00-0040081,22466,BrinJa00,12817,46190530-23ab-11f0-a8c1-91b88a8cabac,Q115492182,42117,J.Briningstool,Jake,Jake Briningstool,"Briningstool, Jake","Briningstool, J",Jake Briningstool,,Jake Briningstool,Briningstool,Jake,,2002-12-09,2002,12,09
zjr65nww0w,zjr65nww0w,4360689,23096,00-0040743,22220,ShouTy00,12545,94b8f9e1-3109-4429-8f71-4f79d7588237,Q90415917,41825,T.Shough,Tyler,Tyler Shough,"Shough, Tyler","Shough, T",Tyler Shough,,Tyler Shough,Shough,Tyler,,1999-09-28,1999,09,28
zjyx01f2vh,zjyx01f2vh,4635008,26019,00-0039901,21130,ColeKe02,11637,6752915f-efe5-473d-a520-78cadfab6dda,Q114149783,40911,K.Coleman,Keon,Keon Coleman,"Coleman, Keon","Coleman, K",Keon Coleman,,Keon Coleman,Coleman,Keon,,2003-05-17,2003,05,17
