id,ids_prism,ids_espn,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay,profile_height,profile_weight,position_abbreviation,position_group,team_abbreviation,team_jerseyNumber,status_code,status_description,profile_rookieYear
dc4795j3h8,dc4795j3h8,4685382,00-0040666,22069,HampOm00,12507,3e1b7908-79ee-4a23-97b9-5190725a2e5e,Q122461052,41807,O.Hampton,Omarion,Omarion Hampton,"Hampton, Omarion","Hampton, O",Omarion Hampton,,Omarion Hampton,Hampton,Omarion,,2003-03-16,2003,03,16,72,220,RB,RB,LAC,8,ACT,Active,2025
ddskx0hrp8,ddskx0hrp8,4429023,00-0039811,21144,LloyMa00,11581,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,Q114686918,40971,M.Lloyd,MarShawn,MarShawn Lloyd,"Lloyd, MarShawn","Lloyd, M",MarShawn Lloyd,,MarShawn Lloyd,Lloyd,MarShawn,,2001-01-05,2001,01,05,69,220,RB,RB,GB,32,ACT,Active,2024
e6j7yxqppw,e6j7yxqppw,4601080,00-0040466,22488,SandRa00,12472,09b7c5d0-23ca-11f0-97f8-1902f784caec,Q113857305,42139,R.Sanders,Raheim,Raheim Sanders,"Sanders, Raheim","Sanders, R",Raheim Sanders,,Raheim Sanders,Sanders,Raheim,,2002-06-08,2002,06,08,72,230,RB,RB,CLE,35,ACT,Active,2025
ednvt8hm3r,ednvt8hm3r,3918298,00-0034857,16074,AlleJo02,4984,3069db07-aa43-4503-ab11-2ae5c0002721,Q27966578,30977,J.Allen,Joshua,Josh Allen,"Allen, Josh","Allen, J",Joshua Allen,,Josh Allen,Allen,Josh,,1996-05-21,1996,05,21,77,237,QB,QB,BUF,17,ACT,Active,2018
eshdb43ydd,eshdb43ydd,4430871,00-0038951,20285,TuckSe00,9506,6d616c10-f35e-11ed-b721-9b68b08a2e09,Q108939968,40742,S.Tucker,Sean,Sean Tucker,"Tucker, Sean","Tucker, S",Sean Tucker,,Sean Tucker,Tucker,Sean,,2001-10-25,2001,10,25,70,205,RB,RB,TB,44,ACT,Active,2023
f4kgydstb4,f4kgydstb4,4362619,00-0038611,20308,RodrCh00,10219,ae5c4758-cb53-4f17-8763-b91381036af3,Q108862470,40231,C.Rodriguez,Chris,Chris Rodriguez,"Rodriguez, Chris","Rodriguez, C",Chris Rodriguez Jr.,Jr.,Chris Rodriguez Jr.,Rodriguez,Chris,,1999-09-26,1999,09,26,71,224,RB,RB,JAX,24,ACT,Active,2023
fxwqcet2wm,fxwqcet2wm,3117251,00-0033280,15222,McCaCh01,4034,f96db0af-5e25-42d1-a07a-49b4e065b364,Q21621996,30121,C.McCaffrey,Christian,Christian McCaffrey,"McCaffrey, Christian","McCaffrey, C",Christian McCaffrey,,Christian McCaffrey,McCaffrey,Christian,,1996-06-07,1996,06,07,71,210,RB,RB,SF,23,ACT,Active,2017
g7qme995hm,g7qme995hm,4685279,00-0040586,22092,BlueJa01,12457,f5e6eb8e-2c76-4bf9-b47f-57c62659341d,Q128792652,41935,J.Blue,Jaydon,Jaydon Blue,"Blue, Jaydon","Blue, J",Jaydon Blue,,Jaydon Blue,Blue,Jaydon,,2004-01-08,2004,01,08,69,198,RB,RB,DAL,23,ACT,Active,2025
g8zk6fy75m,g8zk6fy75m,4426348,00-0039910,21126,DaniJa02,11566,bab8c65a-9fff-410d-8e34-dc2f636d890e,Q66825384,40896,J.Daniels,Jayden,Jayden Daniels,"Daniels, Jayden","Daniels, J",Jayden Daniels,,Jayden Daniels,Daniels,Jayden,,2000-12-18,2000,12,18,76,210,QB,QB,WAS,5,ACT,Active,2024
gm61zy413m,gm61zy413m,4911851,00-0040238,22090,AlleLe01,12544,14aedd06-41a6-41db-8c5e-05483f91570d,Q122832663,42007,L.Allen,LeQuint,LeQuint Allen,"Allen, LeQuint","Allen, L",LeQuint Allen Jr.,Jr.,LeQuint Allen Jr.,Allen,LeQuint,,2004-08-05,2004,08,05,72,201,RB,RB,JAX,5,ACT,Active,2025
h5x0vlp33w,h5x0vlp33w,4569173,00-0036875,18791,StevRh00,7611,6260e78a-64e2-4f7e-9bf8-39948a17a370,Q104648692,33508,R.Stevenson,Rhamondre,Rhamondre Stevenson,"Stevenson, Rhamondre","Stevenson, R",Rhamondre Stevenson,,Rhamondre Stevenson,Stevenson,Rhamondre,,1998-02-23,1998,02,23,72,227,RB,RB,NE,38,ACT,Active,2021
h9ygyn3xsh,h9ygyn3xsh,4242335,00-0036223,17962,TaylJo02,6813,925195a4-06ba-4e37-ae7d-a3d6a5419139,Q41788679,32711,J.Taylor,Jonathan,Jonathan Taylor,"Taylor, Jonathan","Taylor, J",Jonathan Taylor,,Jonathan Taylor,Taylor,Jonathan,,1999-01-19,1999,01,19,70,226,RB,RB,IND,28,ACT,Active,2020
hh0e1cjbfw,hh0e1cjbfw,4047365,00-0035700,16998,JacoJo01,5850,61694ab9-b099-408e-b48d-6a643dd069ec,Q59660262,31856,J.Jacobs,Joshua,Josh Jacobs,"Jacobs, Josh","Jacobs, J",Joshua Jacobs,,Josh Jacobs,Jacobs,Josh,,1998-02-11,1998,02,11,70,223,RB,RB,GB,8,ACT,Active,2019
hms8fhwnj8,hms8fhwnj8,4362238,00-0038597,20292,BrowCh10,9224,d74ff06d-905d-4fed-8f98-b5f6d4549333,Q114554328,40196,C.Brown,Chase,Chase Brown,"Brown, Chase","Brown, C",Chase Brown,,Chase Brown,Brown,Chase,,2000-03-21,2000,03,21,70,211,RB,RB,CIN,30,ACT,Active,2023
hqy6mv7c28,hqy6mv7c28,4373626,00-0037263,19441,AllgTy00,8132,f4529909-1a02-4f4b-a1f3-315cad100683,Q109336060,34107,T.Allgeier,Tyler,Tyler Allgeier,"Allgeier, Tyler","Allgeier, T",Tyler Allgeier,,Tyler Allgeier,Allgeier,Tyler,,2000-04-15,2000,04,15,70,225,RB,RB,ARI,22,ACT,Active,2022
hx30jszbgh,hx30jszbgh,4360423,00-0039917,20298,PeniMi00,11559,6499a161-b221-4591-b122-d99ece1be64b,Q101503854,40889,M.Penix,Michael,Michael Penix,"Penix, Michael","Penix, M",Michael Penix Jr.,Jr.,Michael Penix Jr.,Penix,Michael,,2000-05-08,2000,05,08,75,220,QB,QB,ATL,9,ACT,Active,2024
j9nfnk3l0w,j9nfnk3l0w,3127586,00-0033955,15441,McNiJe00,4219,25cc3585-6194-4786-968a-2600db46b6c6,Q27662503,30275,J.McNichols,Jeremy,Jeremy McNichols,"McNichols, Jeremy","McNichols, J",Jeremy McNichols,,Jeremy McNichols,McNichols,Jeremy,,1995-12-26,1995,12,26,69,205,RB,RB,WAS,26,ACT,Active,2017
j9qxflzcs0,j9qxflzcs0,4433970,00-0039923,21150,McCaJJ00,11565,587cc3c3-aeda-4ac7-8803-a7e4db195534,Q108913383,40905,J.McCarthy,Jonathan,J.J. McCarthy,"McCarthy, J.J.","McCarthy, J",Jonathan McCarthy,,J.J. McCarthy,McCarthy,J.J.,,2003-01-20,2003,01,20,75,219,QB,QB,MIN,9,ACT,Active,2024
jcrzlqsrn4,jcrzlqsrn4,4240657,00-0036924,18828,CartMi03,7607,7f119181-4c9f-4a9f-bccc-357277b64a8d,Q104742000,33495,M.Carter,Michael,Michael Carter,"Carter, Michael","Carter, M",Michael Carter,,Michael Carter,Carter,Michael,,1999-05-07,1999,05,07,68,201,RB,RB,TEN,35,ACT,Active,2021
jj45558tfm,jj45558tfm,4685512,00-0041512,22938,PricJa02,13286,17b64129-5118-4525-ac9a-d79ff5313568,Q130211010,42654,J.Price,Jadarian,Jadarian Price,"Price, Jadarian","Price, J",Jadarian Price,,Jadarian Price,Price,Jadarian,,2003-10-09,2003,10,09,71,203,RB,RB,SEA,8,ACT,Active,2026
jt3c5z463d,jt3c5z463d,4696981,00-0040715,22077,SkatCa00,12481,e1f0c72d-f4d0-4c24-93a4-8a12b9a2efd2,Q123653630,41922,C.Skattebo,Cameron,Cam Skattebo,"Skattebo, Cam","Skattebo, C",Cameron Skattebo,,Cam Skattebo,Skattebo,Cam,,2002-02-05,2002,02,05,71,215,RB,RB,NYG,44,ACT,Active,2025
jwyt7xhn2m,jwyt7xhn2m,4372561,00-0039363,21178,GuerIs00,11651,eac64b21-6e9e-447a-bf18-8a00b5c12871,Q124209497,40998,I.Guerendo,Isaac,Isaac Guerendo,"Guerendo, Isaac","Guerendo, I",Isaac Guerendo,,Isaac Guerendo,Guerendo,Isaac,,2000-06-28,2000,06,28,72,221,RB,RB,SF,31,ACT,Active/PUP,2024
jyq8eex4d4,jyq8eex4d4,2577417,00-0033077,14553,PresDa01,3294,86197778-8d4b-4eba-affe-08ef7be7c70b,Q16235747,29369,D.Prescott,Rayne,Dak Prescott,"Prescott, Dak","Prescott, D",Rayne Prescott,,Dak Prescott,Prescott,Dak,,1993-07-29,1993,07,29,74,230,QB,QB,DAL,4,ACT,Active,2016
k0s7m7592m,k0s7m7592m,4372019,00-0037267,19443,FordJe00,8143,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,Q108928936,34112,J.Ford,Jerome,Jerome Ford,"Ford, Jerome","Ford, J",Jerome Ford,,Jerome Ford,Ford,Jerome,,1999-09-12,1999,09,12,70,210,RB,RB,WAS,34,RES,R/I; NOT 90,2022
k98fygzkww,k98fygzkww,8439,00-0023459,5712,RodgAa00,96,0ce48193-e2fa-466e-a986-33f751add206,Q302581,7200,A.Rodgers,Aaron,Aaron Rodgers,"Rodgers, Aaron","Rodgers, A",Aaron Rodgers,,Aaron Rodgers,Rodgers,Aaron,,1983-12-02,1983,12,02,74,223,QB,QB,PIT,8,ACT,Active,2005
kctnggwtzd,kctnggwtzd,4430841,00-0041561,23003,BeckCa01,13272,a67c28ce-9e03-46f1-9fb6-b5ef70eb20db,Q115536933,42687,C.Beck,Carson,Carson Beck,"Beck, Carson","Beck, C",Carson Beck,,Carson Beck,Beck,Carson,,2001-11-19,2001,11,19,76,233,QB,QB,ARI,19,ACT,Active,2026
kmxbbgpqgw,kmxbbgpqgw,4362748,00-0037085,19473,BadiTy00,8208,e62678b9-9816-420f-bf86-398e7fea7063,Q108760978,34152,T.Badie,Tyler,Tyler Badie,"Badie, Tyler","Badie, T",Tyler Badie,,Tyler Badie,Badie,Tyler,,1999-02-07,1999,02,07,68,194,RB,RB,DEN,28,ACT,Active,2022
kqtvg8eer0,kqtvg8eer0,4608686,00-0040236,22119,MonaKy00,12534,6edec23b-f938-40f7-a151-1db5374880dd,Q123583355,42025,K.Monangai,Kyle,Kyle Monangai,"Monangai, Kyle","Monangai, K",Kyle Monangai,,Kyle Monangai,Monangai,Kyle,,2002-06-06,2002,06,06,68,207,RB,RB,CHI,25,ACT,Active,2025
krhnlsgw44,krhnlsgw44,4035538,00-0035685,17016,MontDa01,5892,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,Q48977154,31905,D.Montgomery,David,David Montgomery,"Montgomery, David","Montgomery, D",David Montgomery,,David Montgomery,Montgomery,David,,1997-06-07,1997,06,07,71,230,RB,RB,HOU,32,ACT,Active,2019
l4x2ghv0m0,l4x2ghv0m0,4685477,00-0041129,23189,MillJa03,13403,e7144c4a-1dd7-4474-b033-ad06e08f1745,Q130258565,42867,J.Miller,Jamarion,Jam Miller,"Miller, Jam","Miller, J",Jamarion Miller,,Jam Miller,Miller,Jam,,2004-04-29,2004,04,29,70,209,RB,RB,NE,30,ACT,Active,2026
lk7jngzflm,lk7jngzflm,3917315,00-0035228,17009,MurrKy00,5849,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,Q18648942,31833,K.Murray,Kyler,Kyler Murray,"Murray, Kyler","Murray, K",Kyler Murray,,Kyler Murray,Murray,Kyler,,1997-08-07,1997,08,07,70,207,QB,QB,MIN,1,ACT,Active,2019
lklwmrqhxh,lklwmrqhxh,4690013,00-0039796,21167,AlixRa00,11570,9aeb79b0-e55b-4341-8c6b-233971b667a7,Q122866013,41033,R.Ali,Rasheen,Rasheen Ali,"Ali, Rasheen","Ali, R",Rasheen Ali,,Rasheen Ali,Ali,Rasheen,,2001-02-16,2001,02,16,71,210,RB,RB,BAL,26,ACT,Active,2024
lv4x9ft9z0,lv4x9ft9z0,4596602,00-0040078,22117,SmitBr09,12455,3170164a-1718-4a39-9ef2-e18104e35fef,Q123412413,42012,B.Smith,Brashard,Brashard Smith,"Smith, Brashard","Smith, B",Brashard Smith,,Brashard Smith,Smith,Brashard,,2003-04-11,2003,04,11,70,196,RB,RB,KC,24,ACT,Active,2025
lxk6v8ftmh,lxk6v8ftmh,4685526,00-0040888,22960,RandAd00,13302,4fa0fbdb-05a1-4ca0-89dd-f999978b5827,Q121030748,42780,A.Randall,Adam,Adam Randall,"Randall, Adam","Randall, A",Adam Randall,,Adam Randall,Randall,Adam,,2004-07-14,2004,07,14,75,232,RB,RB,BAL,23,ACT,Active,2026
m22wg4v39m,m22wg4v39m,4678008,00-0039344,21133,BrooJo02,11583,5c842941-844b-4f6a-bce4-26b377146674,Q122789703,40926,J.Brooks,Jonathon,Jonathon Brooks,"Brooks, Jonathon","Brooks, J",Jonathon Brooks,,Jonathon Brooks,Brooks,Jonathon,,2003-07-21,2003,07,21,72,216,RB,RB,CAR,25,ACT,Active,2024
m52zwd42tm,m52zwd42tm,4035537,00-0036842,18992,NwanKe00,7720,482c1032-765a-48d3-b46e-b47a809dbee4,Q106677430,33507,K.Nwangwu,Kene,Kene Nwangwu,"Nwangwu, Kene","Nwangwu, K",Kene Nwangwu,,Kene Nwangwu,Nwangwu,Kene,,1998-02-09,1998,02,09,73,210,RB,RB,NYJ,3,ACT,Active,2021
m86chm31p0,m86chm31p0,4432577,00-0039163,20280,StroCJ00,9758,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,Q104856413,40030,C.Stroud,Coleridge,C.J. Stroud,"Stroud, C.J.","Stroud, C",Coleridge Stroud,,C.J. Stroud,Stroud,C.J.,,2001-10-03,2001,10,03,75,218,QB,QB,HOU,7,ACT,Active,2023
mk54fj9l2h,mk54fj9l2h,3045147,00-0033553,15306,ConnJa00,4137,28a084c0-14df-499f-bd1f-b975603626b7,Q18097882,30218,J.Conner,James,James Conner,"Conner, James","Conner, J",James Conner,,James Conner,Conner,James,,1995-05-05,1995,05,05,73,233,RB,RB,ARI,6,ACT,Active,2017
mlm76t1rt0,mlm76t1rt0,4689114,00-0040691,22087,DartJa00,12508,53848cba-bcad-4cd0-bb35-0a1f6ed111d1,Q106993197,41810,J.Dart,Jaxson,Jaxson Dart,"Dart, Jaxson","Dart, J",Jaxson Dart,,Jaxson Dart,Dart,Jaxson,,2003-05-13,2003,05,13,74,223,QB,QB,NYG,6,ACT,Active,2025
mn89bhmlhm,mn89bhmlhm,3915511,00-0036442,17968,BurrJo01,6770,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,Q56860229,32671,J.Burrow,Joseph,Joe Burrow,"Burrow, Joe","Burrow, J",Joseph Burrow,,Joe Burrow,Burrow,Joe,,1996-12-10,1996,12,10,76,215,QB,QB,CIN,9,ACT,Active,2020
mpz6hd3gt4,mpz6hd3gt4,4038941,00-0036355,17976,HerbJu00,6797,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,Q27734163,32676,J.Herbert,Justin,Justin Herbert,"Herbert, Justin","Herbert, J",Justin Herbert,,Justin Herbert,Herbert,Justin,,1998-03-10,1998,03,10,78,236,QB,QB,LAC,10,ACT,Active,2020
mt75bqenj0,mt75bqenj0,4366963,00-0039407,21175,LaubDy00,11574,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,Q124382622,41054,D.Laube,Dylan,Dylan Laube,"Laube, Dylan","Laube, D",Dylan Laube,,Dylan Laube,Laube,Dylan,,1999-12-14,1999,12,14,70,206,RB,RB,LV,23,ACT,Active,2024
mztcpq93m8,mztcpq93m8,4430807,00-0038542,20271,RobiBi01,9509,f78d68c2-f9da-48e7-b954-26b69efd828d,Q104531137,40055,B.Robinson,Bijan,Bijan Robinson,"Robinson, Bijan","Robinson, B",Bijan Robinson,,Bijan Robinson,Robinson,Bijan,,2002-01-30,2002,01,30,71,215,RB,RB,ATL,7,ACT,Active,2023
nb9dfq04zm,nb9dfq04zm,4243003,00-0037557,19879,RiveRo01,8195,246db560-cb4e-11ec-a667-6354702e3fca,Q113509646,34310,R.Rivers,Ronnie,Ronnie Rivers,"Rivers, Ronnie","Rivers, R",Ronnie Rivers,,Ronnie Rivers,Rivers,Ronnie,,1999-01-31,1999,01,31,69,198,RB,RB,LA,20,ACT,Active,2022
nftzhtqqjd,nftzhtqqjd,3916148,00-0035261,17067,PollTo00,5967,33b0227d-4c21-4e71-b4cd-be35f7db9123,Q61789041,31960,T.Pollard,Tony,Tony Pollard,"Pollard, Tony","Pollard, T",Tony Pollard,,Tony Pollard,Pollard,Tony,,1997-04-30,1997,04,30,72,209,RB,RB,TEN,20,ACT,Active,2019
nk7q0w601d,nk7q0w601d,4361579,00-0036997,18771,WillJa10,7588,889dcdc5-3d88-45df-9677-5ad7ff87c011,Q100792997,33423,J.Williams,Javonte,Javonte Williams,"Williams, Javonte","Williams, J",Javonte Williams,,Javonte Williams,Williams,Javonte,,2000-04-25,2000,04,25,70,220,RB,RB,DAL,33,ACT,Active,2021
npg6wj47dw,npg6wj47dw,3046779,00-0033106,14748,GoffJa00,3163,aba8f925-ffbf-4654-bfa7-a25d3d237494,Q14950697,29235,J.Goff,Jared,Jared Goff,"Goff, Jared","Goff, J",Jared Goff,,Jared Goff,Goff,Jared,,1994-10-14,1994,10,14,76,217,QB,QB,DET,16,ACT,Active,2016
nzzyrh3nlm,nzzyrh3nlm,3122840,00-0033537,15231,WatsDe00,4017,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,Q18159104,30125,D.Watson,Derrick,Deshaun Watson,"Watson, Deshaun","Watson, D",Derrick Watson,,Deshaun Watson,Watson,Deshaun,,1995-09-14,1995,09,14,75,223,QB,QB,CLE,4,ACT,Active,2017
p0cz0w4lvr,p0cz0w4lvr,3139477,00-0033873,15234,MahoPa00,4046,11cad59d-90dd-449c-a839-dddaba4fe16c,Q19667998,30123,P.Mahomes,Patrick,Patrick Mahomes,"Mahomes, Patrick","Mahomes, P",Patrick Mahomes,,Patrick Mahomes,Mahomes,Patrick,,1995-09-17,1995,09,17,74,225,QB,QB,KC,15,ACT,Active,2017
p1tgm3gk7d,p1tgm3gk7d,4569682,00-0039373,21134,EstiAu00,11579,3b86dd7c-0b21-448d-a662-5675e87fd0da,Q114652896,41019,A.Estime,Audric,Audric Estime,"Estime, Audric","Estime, A",Audric Estime,,Audric Estimé,Estime,Audric,,2003-09-06,2003,09,06,71,227,RB,RB,NO,30,ACT,Active,2024
p3ce34r13d,p3ce34r13d,3916387,00-0034796,16081,JackLa00,4881,e06a9c07-453a-4bb0-a7e9-2c3a64166dad,Q24809702,31002,L.Jackson,Lamar,Lamar Jackson,"Jackson, Lamar","Jackson, L",Lamar Jackson,,Lamar Jackson,Jackson,Lamar,,1997-01-07,1997,01,07,74,205,QB,QB,BAL,8,ACT,Active,2018
p724ekkw90,p724ekkw90,4241479,00-0036212,17975,TagoTu00,6768,26ad9c27-de38-495e-913c-6fb2428e76d3,Q47138769,32675,T.Tagovailoa,Tuanigamanuolepola,Tua Tagovailoa,"Tagovailoa, Tua","Tagovailoa, T",Tuanigamanuolepola Tagovailoa,,Tua Tagovailoa,Tagovailoa,Tua,,1998-03-02,1998,03,02,73,225,QB,QB,ATL,1,ACT,Active,2020
pgxkyprl50,pgxkyprl50,3052587,00-0034855,16069,MayfBa00,4892,30198d30-9769-4e10-ac86-b4c91d940802,Q14950655,30971,B.Mayfield,Baker,Baker Mayfield,"Mayfield, Baker","Mayfield, B",Baker Mayfield,,Baker Mayfield,Mayfield,Baker,,1995-04-14,1995,04,14,73,215,QB,QB,TB,6,ACT,Active,2018
pjdpnswfc0,pjdpnswfc0,3149687,00-0038685,20954,BrooCh00,11370,35a0d440-f017-11ed-bedb-53f19b227cc3,Q118924098,40625,C.Brooks,Christopher,Chris Brooks,"Brooks, Chris","Brooks, C",Christopher Brooks,,Chris Brooks,Brooks,Chris,,2000-01-11,2000,01,11,73,219,RB,RB,GB,30,ACT,Active,2023
pkn8c7hx5d,pkn8c7hx5d,4362452,00-0036755,18774,PattJa01,7537,82996e3b-b72d-41ca-8eb1-91e462ceff85,Q92274324,33706,J.Patterson,Jaret,Jaret Patterson,"Patterson, Jaret","Patterson, J",Jaret Patterson,,Jaret Patterson,Patterson,Jaret,,1999-12-23,1999,12,23,68,195,RB,RB,LAC,32,ACT,Active,2021
pllf7673cr,pllf7673cr,4596334,00-0038454,20344,MitcKe01,9511,16341d80-f01f-11ed-97df-a94b89ac5704,Q117481811,40641,K.Mitchell,Keaton,Keaton Mitchell,"Mitchell, Keaton","Mitchell, K",Keaton Mitchell,,Keaton Mitchell,Mitchell,Keaton,,2002-01-17,2002,01,17,68,191,RB,RB,LAC,34,ACT,Active,2023
pmk1k30qg8,pmk1k30qg8,4432710,00-0040734,22072,HendTr02,12529,0d9788e6-03ee-416d-8ba2-deb57037d209,Q108391363,41823,T.Henderson,TreVeyon,TreVeyon Henderson,"Henderson, TreVeyon","Henderson, T",TreVeyon Henderson,,TreVeyon Henderson,Henderson,TreVeyon,,2002-10-22,2002,10,22,70,202,RB,RB,NE,32,ACT,Active,2025
pncfsszcsh,pncfsszcsh,4685246,00-0041096,22940,AlleKa01,13405,7980dd2b-0ce0-4936-aaff-536c09608429,Q115492256,42809,K.Allen,Kaytron,Kaytron Allen,"Allen, Kaytron","Allen, K",Kaytron Allen,,Kaytron Allen,Allen,Kaytron,,2003-01-08,2003,01,08,71,217,RB,RB,WAS,31,ACT,Active,2026
pncv7wpzld,pncv7wpzld,4241474,00-0037746,19468,RobiBr01,8154,795f636e-6f7f-4bc7-a346-2862272abead,Q104872902,34054,B.Robinson,Brian,Brian Robinson,"Robinson, Brian","Robinson, B",Brian Robinson,,Brian Robinson,Robinson,Brian,,1999-03-22,1999,03,22,73,225,RB,RB,ATL,15,ACT,Active,2022
psvqkwpgem,psvqkwpgem,4038815,00-0036139,18036,DowdRi01,7021,bba755a2-63b6-4ac1-b806-0609816135de,Q88817822,33100,R.Dowdle,Rico,Rico Dowdle,"Dowdle, Rico","Dowdle, R",Rico Dowdle,,Rico Dowdle,Dowdle,Rico,,1998-06-14,1998,06,14,72,215,RB,RB,PIT,13,ACT,Active,2020
pvtp65y1x0,pvtp65y1x0,4037457,00-0035594,17036,HomeTr00,6012,4afb77d8-4564-469b-be4c-5a8587df8046,Q60287086,32036,T.Homer,Travis,Travis Homer,"Homer, Travis","Homer, T",Travis Homer,,Travis Homer,Homer,Travis,,1998-08-07,1998,08,07,70,202,RB,RB,PIT,21,ACT,Active,2019
pyzc9jrlb8,pyzc9jrlb8,4361529,00-0037197,19486,PachIs00,8205,3a25c037-fa30-4740-b742-ec8e4f1a2a25,Q112501462,34207,I.Pacheco,Isiah,Isiah Pacheco,"Pacheco, Isiah","Pacheco, I",Isiah Pacheco,,Isiah Pacheco,Pacheco,Isiah,,1999-03-02,1999,03,02,70,210,RB,RB,DET,10,ACT,Active,2022
pz18xph094,pz18xph094,4685489,00-0040959,23236,OttxJa01,13419,261750e0-4199-11f1-bbb5-8b6de4cce956,Q114324322,42895,J.Ott,Jaydn,Jaydn Ott,"Ott, Jaydn","Ott, J",Jaydn Ott,,Jaydn Ott,Ott,Jaydn,,2002-12-16,2002,12,16,71,208,RB,RB,KC,42,ACT,Active,2026
pzt60zyj4r,pzt60zyj4r,4429160,00-0039040,20284,AchaDe00,9226,a4ef921b-8767-4b4f-a651-7675c00f9af0,Q108929256,40118,D.Achane,De'Von,De'Von Achane,"Achane, De'Von","Achane, D",De'Von Achane,,De'Von Achane,Achane,De'Von,,2001-10-13,2001,10,13,69,191,RB,RB,MIA,28,ACT,Active,2023
qdzrc44sj0,qdzrc44sj0,4430968,00-0039391,21169,VidaKi00,11647,ed923635-f021-4b76-9dbb-9f1901eeaab9,Q123001109,41052,K.Vidal,Kimani,Kimani Vidal,"Vidal, Kimani","Vidal, K",Kimani Vidal,,Kimani Vidal,Vidal,Kimani,,2001-08-28,2001,08,28,68,215,RB,RB,LAC,28,ACT,Active,2024
qkprh9eh1h,qkprh9eh1h,4912274,00-0039364,21297,VakiSi00,11729,f5e0334b-b5f1-422f-a437-199c36cc108d,Q123321999,41006,S.Vaki,Sione,Sione Vaki,"Vaki, Sione","Vaki, S",Sione Vaki,,Sione Vaki,Vaki,Sione,,2001-07-30,2001,07,30,71,216,RB,RB,DET,33,ACT,Active,2024
qne54t8c0d,qne54t8c0d,4698253,00-0040568,22623,LariLa00,12969,e2d48330-251e-11f0-aae1-fdfd5aa92d71,Q134136921,42284,L.Larison,Lan,Lan Larison,"Larison, Lan","Larison, L",Lan Larison,,Lan Larison,Larison,Lan,,2001-10-11,2001,10,11,71,209,RB,RB,NE,34,ACT,Active,2025
rfpp3yeptm,rfpp3yeptm,2578570,00-0033119,14802,BrisJa00,3257,ad2258ab-67f0-41c2-bcf3-f3ba145187dc,Q18022139,29325,J.Brissett,Jacoby,Jacoby Brissett,"Brissett, Jacoby","Brissett, J",Jacoby Brissett,,Jacoby Brissett,Brissett,Jacoby,,1992-12-11,1992,12,11,76,235,QB,QB,ARI,7,ACT,Active,2016
rgtxr61d5h,rgtxr61d5h,3917792,00-0035710,17008,JoneDa05,5870,0042266b-cb28-4012-bfd2-06650badad97,Q39075157,31838,D.Jones,Daniel,Daniel Jones,"Jones, Daniel","Jones, D",Daniel Jones,,Daniel Jones,Jones,Daniel,,1997-05-27,1997,05,27,77,230,QB,QB,IND,17,ACT,Active,2019
rhehkfh858,rhehkfh858,4808830,00-0040651,22083,MartDa02,12462,487da97d-a1e8-4a1f-9b43-085944ea1a44,Q118220427,42015,D.Martinez,Damien,Damien Martinez,"Martinez, Damien","Martinez, D",Damien Martinez,,Damien Martinez,Martinez,Damien,,2004-01-31,2004,01,31,72,217,RB,RB,GB,26,ACT,Active,2025
rljsxgrlwh,rljsxgrlwh,4426385,00-0039165,19469,CharZa00,9753,7d7f1628-85a7-4633-9ffe-d82fc2761b00,Q66857114,40075,Z.Charbonnet,Zachariah,Zach Charbonnet,"Charbonnet, Zach","Charbonnet, Z",Zachariah Charbonnet,,Zach Charbonnet,Charbonnet,Zach,,2001-01-08,2001,01,08,73,220,RB,RB,SEA,26,ACT,Active/PUP,2023
rqcvzh906w,rqcvzh906w,4710341,00-0040692,22124,HuntJa03,11569,e71d4c32-3233-467f-ab01-71de34e5d9b4,Q113825612,41919,J.Hunter,Jarquez,Jarquez Hunter,"Hunter, Jarquez","Hunter, J",Jarquez Hunter,,Jarquez Hunter,Hunter,Jarquez,,2002-12-29,2002,12,29,70,211,RB,RB,LA,27,ACT,Active,2025
rwqm3lmb80,rwqm3lmb80,4874509,00-0040179,22096,GiddDJ00,12471,73ffa6e6-7fb3-4f34-a856-38bfd62cca15,Q122808665,41937,D.Giddens,DJ,DJ Giddens,"Giddens, DJ","Giddens, D",DJ Giddens,,DJ Giddens,Giddens,DJ,,2003-08-26,2003,08,26,73,212,RB,RB,IND,21,ACT,Active,2025
sghw3m1z38,sghw3m1z38,4682745,00-0039874,21160,WrigJa04,11643,ba9e1390-028b-47c9-8710-84cee3fa25de,Q123116440,41010,J.Wright,Jaylen,Jaylen Wright,"Wright, Jaylen","Wright, J",Jaylen Wright,,Jaylen Wright,Wright,Jaylen,,2003-04-01,2003,04,01,70,208,RB,RB,MIA,5,ACT,Active,2024
